,,path,slice_file_name,fsID,start,end,salience,fold,classID,class,mfccs,predictedClass,,,,,
4,3767,..\.data\UrbanSound8K\audio\fold4\156362-4-3-4.wav,156362-4-3-4.wav,156362,311.117912,315.117912,2,4,4,drilling,"[-190.49964418   79.51558533  -24.82089684   44.40587519  -27.55394744
   28.47490782   12.60938623    2.92309686   13.57319171   -1.07083983
   -0.35218138   -4.30161152   -6.05796096   10.00080103   11.62537123
   10.01459589   -7.93764988    9.12848859   -1.53553061   -2.01479513
    3.73784578   13.12176594   -6.32749421   -1.39619084    1.51209022
    4.4120253     2.33494309    2.34930268    7.98818075   -0.49284965
   -1.22808417    5.77073136   -4.78129365    2.69013444   -4.3028744
    7.71368186   -2.93844743    2.7040487    -3.84348229   -2.08844662]",6,FALSE,,,,
4,6382,..\.data\UrbanSound8K\audio\fold7\127443-4-0-10.wav,127443-4-0-10.wav,127443,120.015008,124.015008,1,7,4,drilling,"[-115.95948358  151.36599343  -72.73640502   -2.88257508   21.59725758
   10.1774886     6.31781662   18.5594968     8.91252432    4.3575314
   -3.62172739   21.95710556  -14.92584044    3.19596544   -5.61731994
  -11.35315031  -24.22999229   -4.12490138   -4.91830112   -0.84846022
   -2.41331302    2.62159812   -9.36205522   -3.52166747    0.65715405
   13.70032974    3.32889221   -0.75706791   -5.939546      5.58532149
   -7.24911664   -4.70229555   -9.04023547   -3.62809404   -0.21658297
   10.15861527   -7.70816746   -8.21239505   -4.73854299   -4.06247366]",8,FALSE,,,,
4,6109,..\.data\UrbanSound8K\audio\fold6\66623-4-0-0.wav,66623-4-0-0.wav,66623,0,4,1,6,4,drilling,"[-1.61784022e+02  5.07978717e+01 -5.88771182e+00 -6.70505500e+00
 -3.69983540e-01  1.22952981e+01 -4.13302486e+00  1.51630072e+01
  6.34490487e-01 -4.72593520e+00 -4.46159900e+00  6.68951252e+00
 -9.81465558e-01  9.04466579e-01  1.21397137e+00  5.20541788e+00
 -5.92881047e+00  1.37964863e+00  4.90551464e+00 -1.42964497e+00
 -5.53602687e-01  4.21336027e+00  6.38923267e-01 -8.89307498e-01
 -4.02337514e+00 -2.73434245e+00 -9.28418601e+00 -1.44679326e+00
 -6.26424106e+00 -2.87262997e+00 -6.12304719e+00  3.56238765e-01
 -3.84337050e+00  2.79781907e+00 -7.66516998e-01  3.53070355e+00
  1.29111449e+00  2.92092216e+00  9.91210695e-02  2.96242751e+00]",6,FALSE,,,,
4,2611,..\.data\UrbanSound8K\audio\fold3\103199-4-2-4.wav,103199-4-2-4.wav,103199,19.617205,23.617205,1,3,4,drilling,"[ -43.24280872   75.79058143 -104.72555897   13.6172498    -6.72532611
   -0.16511094  -10.31386805    8.04646183   -5.83032865    4.22468531
  -11.85980088    1.05398553   -4.63682769   -0.55101597  -17.11294383
    3.45015494   -6.85043643    4.31287153    1.8303011    -0.75988193
   -2.82017294    5.61870355   -3.12304555   -1.82315652   -2.25959589
   -1.23323549   -5.85320489    2.56154559   -3.41999887   -0.3582112
    1.39053984    2.21157813   -5.97138511    6.74666695    1.57965248
    3.18030708    4.76887033    6.4791385    -2.99703997   12.20302568]",4,TRUE,,,,
4,6995,..\.data\UrbanSound8K\audio\fold7\71529-4-0-0.wav,71529-4-0-0.wav,71529,0.435671,4.435671,1,7,4,drilling,"[-221.96938111   36.00286863  -47.22624001   10.28998246  -20.32363182
    9.15667158   -2.47485819    2.21932761    4.97549698   10.59361591
    0.70845744   -3.36048097  -10.49802013   16.45944828    2.30828192
    3.39003373   -2.42561101   -2.17134917   -7.05292484    4.15750408
   -0.81452902    5.33863947   -5.41223617    1.030714     -6.14337807
    4.88912214    0.2376401     7.70029351   -0.61353141    0.99702273
   -2.11197738   -0.46156151   -0.98604258    5.81004604   -2.91894033
    3.83964958   -4.07952228    2.88083488   -1.8300837     0.45747193]",4,TRUE,,,,
4,2378,..\.data\UrbanSound8K\audio\fold2\46668-4-0-0.wav,46668-4-0-0.wav,46668,0.306953,4.306953,1,2,4,drilling,"[-7.67587084e+01  1.49675399e+00  1.27534063e+01  1.84544031e+01
 -2.22235615e+00  4.73306689e+00 -5.29821985e-01 -1.95730896e+00
 -4.39221283e+00  1.73959746e+00  1.19525147e-01  6.41553023e+00
 -4.00628433e+00  5.74441888e+00 -9.99357865e+00  5.82606888e+00
 -1.21808891e+00  1.30744421e+00 -3.34816756e+00 -2.03880366e+00
 -4.53130244e+00  3.04343825e+00  2.33903603e+00  9.09857560e-01
 -4.54965797e+00  2.07575891e+00 -3.15230686e+00  1.95537454e+00
 -8.78062761e-01  3.48374870e-02 -4.45583415e+00  2.06204607e+00
 -3.11623615e-01  4.49613444e-01 -1.31577204e+00  5.87618001e-01
 -4.34960126e+00  2.92085888e+00 -1.86192087e+00  5.04643718e-01]",7,FALSE,,,,
4,958,..\.data\UrbanSound8K\audio\fold10\118278-4-0-2.wav,118278-4-0-2.wav,118278,1,5,2,10,4,drilling,"[-2.62991095e+02  1.01758357e+02 -3.74778087e+01  9.88170159e+00
 -3.44181154e+00  2.48765780e+01  3.36570520e+00  2.54010045e+01
  4.14046996e-01  2.63882563e+01 -2.64322777e+00  2.06893046e+01
 -8.15183704e+00  5.64169648e+00  1.16847439e+00  5.77497351e+00
 -1.99278019e+00  3.36853093e+00  4.79167395e+00  2.73108293e+00
  2.95219993e+00  5.00693128e+00 -4.16695885e-01  4.47656604e+00
 -4.07425408e-02  7.70244395e+00  3.07615480e+00  4.44469304e+00
 -2.34103608e+00  2.99430833e+00 -2.56438269e+00 -7.02638103e-01
  2.16264594e+00  2.02930655e+00  9.35700882e-01  2.16448356e+00
 -1.89202424e+00  2.18199977e-01 -4.28545446e+00  3.74773308e+00]",8,FALSE,,,,
4,2137,..\.data\UrbanSound8K\audio\fold2\185800-4-2-0.wav,185800-4-2-0.wav,185800,9.14007,13.14007,2,2,4,drilling,"[-9.83555748e+01  2.84876499e+01 -2.99499926e+00  3.30841304e+01
  1.37642435e+01  7.67055748e+00  1.26564583e+01  9.69496057e+00
  7.60141220e+00  7.09121547e+00 -2.99451013e+00  3.67716006e+00
  6.07935814e+00 -8.39490795e-01 -2.45806058e+00  9.04032797e-02
 -1.97096064e-01  1.08488355e+00 -4.48982313e+00  3.10588848e+00
 -4.35896796e-01  3.20561624e+00 -3.33305635e+00  1.28191001e+00
 -1.31705887e+00  1.41860193e+00  1.10390000e+00  2.35383676e+00
 -2.96746818e+00  1.90283220e+00 -2.43400711e+00 -1.04544727e+00
  2.57964656e+00  1.09506926e+00 -2.25849193e+00  2.30027993e+00
 -4.43022582e-01  2.56783687e+00 -1.51962470e+00  1.95625739e+00]",0,FALSE,,,,
4,2510,..\.data\UrbanSound8K\audio\fold2\76086-4-0-43.wav,76086-4-0-43.wav,76086,21.5,25.5,1,2,4,drilling,"[-132.70255472   47.51324696  -59.30314268   31.82167201   -9.56898309
  -12.24663945   -7.65279649    4.11238242   -8.44057499   -2.16082981
   -2.31249136    3.06332313    0.14051209   -3.6272843    -3.20656208
    2.19867598   -4.26234326    6.61242766   -6.14381898    0.67581985
   -3.84359955    2.17243501   -0.52394287    8.72527248    1.08809695
    6.84284301   -4.49486183    2.02418233   -6.84218873   -0.17815989
   -4.25541694    4.2095746    -3.0092626     5.8987335    -6.8435369
   -0.21352532   -4.29108104    1.40962731   -1.89970408    6.51435272]",9,FALSE,,,,
4,5136,..\.data\UrbanSound8K\audio\fold5\205874-4-10-0.wav,205874-4-10-0.wav,205874,22.453142,23.893472,1,5,4,drilling,"[-1.64248255e+02  3.60613664e+01  1.13383304e+01  4.89568368e+00
 -1.25964841e+01  4.53211686e+00 -1.82118260e+01  4.41860553e+00
 -7.03895768e+00  5.65561367e+00 -8.66874620e+00  1.89866622e+00
 -3.57679807e+00 -1.48500940e+00 -4.23949439e+00 -3.64144367e+00
 -5.52947528e+00 -1.36596178e+00 -1.44741892e+01  6.66570759e+00
 -1.54925713e+01  1.45007997e+00 -7.61176366e+00  6.16868152e+00
 -3.74061756e+00 -1.74551692e+00 -1.87204507e+00 -2.77233080e+00
 -2.71101499e+00 -4.37694700e+00 -2.03195488e+00  5.72113279e-02
 -4.38232708e+00  3.94829575e-01 -5.67051311e+00 -2.53894113e-01
 -4.75249328e+00 -9.96286708e-01 -3.04445447e+00 -2.26805840e+00]",4,TRUE,,,,
4,711,..\.data\UrbanSound8K\audio\fold1\55020-4-0-10.wav,55020-4-0-10.wav,55020,5.351364,9.351364,1,1,4,drilling,"[-1.68037362e+02 -5.27691605e+01  2.92141551e+01  1.53965095e+01
  1.86057412e+01  1.26094899e+01  1.10217098e+01  1.57217287e+00
  5.75041662e+00  1.31500853e+01 -4.90393812e+00  9.61515219e+00
 -3.56990778e+00  2.85947715e+00  3.55135743e+00  1.44960021e+00
 -1.74085414e+00  4.68516321e+00 -4.24909472e+00  3.51084897e+00
 -1.00918340e+00  4.17100946e-02 -9.95943234e-01  4.02557934e+00
 -3.28009317e+00  2.91664891e+00 -1.76033823e+00  3.18011894e+00
 -2.49390565e+00  2.10426645e+00 -1.90899592e+00  2.58267205e+00
 -1.89107507e+00  2.02915978e+00 -2.11584860e+00  4.04835909e+00
 -2.27633058e+00  1.91577228e+00  1.57411178e-01  4.22588621e-02]",4,TRUE,,,,
4,1706,..\.data\UrbanSound8K\audio\fold10\99192-4-0-53.wav,99192-4-0-53.wav,99192,26.5,30.5,1,10,4,drilling,"[-107.10769918   49.0992671    -6.51434286  -16.6856697    -6.23064225
  -21.02590286  -25.48076869   -5.08448598  -24.61525441    4.95679722
  -25.0140977     0.94150383  -17.00499353   -2.53182632  -20.39075123
   -4.26539455  -18.17125358   -0.53137004  -13.26906244   -2.68682264
   -2.07218841   -0.46933046   -5.90518628   -7.92381324   -4.18933256
   -4.23839537   -1.70363455   -1.8889719    -5.18714217    4.14736688
   -6.23023012    2.30401213   -6.87774596    1.22173079   -6.3478605
    0.12082586   -4.53383541   -0.31561309   -3.06010885   -1.99413716]",4,TRUE,,,,
4,1684,..\.data\UrbanSound8K\audio\fold10\99192-4-0-1.wav,99192-4-0-1.wav,99192,0.5,4.5,1,10,4,drilling,"[-9.54613798e+01  4.97164521e+01 -5.66333170e+00 -2.11199755e+01
 -6.94528480e+00 -2.20826734e+01 -3.03463555e+01 -6.93117762e+00
 -2.59274712e+01  6.97306360e+00 -2.69584870e+01  2.64412752e+00
 -1.67469041e+01 -3.54496276e+00 -2.01556516e+01 -3.36939419e+00
 -1.71289809e+01  1.62969693e+00 -1.45053598e+01 -3.58233020e+00
 -4.52166305e+00 -2.69979639e+00 -5.47505868e+00 -5.44306574e+00
 -3.47879204e+00 -3.37222092e+00 -1.24412234e+00 -1.35370336e+00
 -6.51280965e+00  1.56944302e+00 -8.32250569e+00  1.04817646e+00
 -5.61441054e+00 -2.00396807e-01 -6.07371367e+00 -1.67660712e+00
 -3.36063489e+00 -5.59266091e-02 -1.62059206e+00 -1.67138575e+00]",4,TRUE,,,,
4,753,..\.data\UrbanSound8K\audio\fold1\57584-4-0-2.wav,57584-4-0-2.wav,57584,1,5,2,1,4,drilling,"[-1.30850236e+02  1.45578138e+02 -1.26102568e+02  5.44738752e+01
 -4.08699865e+01  2.69984951e+01 -3.26840207e+01  1.61102696e+01
 -1.54938298e+01  2.71780950e+00 -1.41504656e+00  4.33171792e+00
  3.47986860e+00 -1.02840817e+01  4.50943072e+00 -1.24237389e+01
  4.94863446e+00 -1.21422751e+01  4.24579368e+00 -4.91404945e+00
  8.69634383e+00  9.01151659e-01  2.66698039e+00  2.76133401e+00
 -3.97173796e+00  2.91313552e+00 -6.65007130e+00  5.56019283e-01
 -4.28903210e+00  1.48736164e+00 -5.48598374e+00 -8.54970617e-01
 -3.44851236e+00 -1.96406346e-01 -1.73117413e+00 -2.68106792e-01
 -1.07966648e+00 -7.83087158e-01  3.83112077e-02 -3.23003173e+00]",4,TRUE,,,,
4,2528,..\.data\UrbanSound8K\audio\fold2\77751-4-1-1.wav,77751-4-1-1.wav,77751,7.839391,11.839391,1,2,4,drilling,"[-205.65776625  145.16213728   19.32467921   27.77688252   -1.70016248
   14.02159644   -5.41485973    4.16524564   -1.41806151    6.91865812
   -9.42981445   -1.89258784   -1.08744351    4.98055446   -3.03887776
    0.74117605   -3.64591659    4.09846746   -3.30225271   -0.3680379
   -8.39366067    2.02686843   -4.18070418    2.30848991   -4.26263414
    1.70965768   -5.51791469   -2.17575798   -5.63978339   -0.68020275
   -8.88483016   -4.79155826   -7.3044772     0.8113901    -5.6427508
   -0.6203654    -6.69169976    2.54764668   -4.57478517    0.30886607]",7,FALSE,,,,
4,1683,..\.data\UrbanSound8K\audio\fold10\99192-4-0-0.wav,99192-4-0-0.wav,99192,0,4,1,10,4,drilling,"[-80.16586807  46.835388    -4.0209739  -25.92941584  -8.77362023
 -23.28086654 -28.54522329  -4.99569859 -24.20180432   8.79479769
 -26.19748072   1.81613561 -19.57946161  -3.49980877 -18.77147733
  -2.24659719 -17.39773583   2.45512162 -14.27637463  -2.96345854
  -5.11819108  -4.37834938  -7.4392413   -6.2700138   -4.81239093
  -4.71493949  -2.52186658  -1.7402233   -5.7844764    1.6601328
  -8.0712958    0.81234332  -4.88717491  -1.60686556  -5.45281885
  -2.29833381  -3.6414229    0.13836959  -1.23824841  -1.33664484]",4,TRUE,,,,
4,676,..\.data\UrbanSound8K\audio\fold1\46669-4-0-24.wav,46669-4-0-24.wav,46669,12,16,1,1,4,drilling,"[-2.05633626e+02  3.44819077e+00  5.35997720e+01  2.41797376e+01
 -5.87365856e-01 -6.56921123e-01 -1.94700676e+00 -6.63621576e+00
  3.11357060e+00 -8.12400440e+00  1.14406589e+01  3.40589249e+00
 -2.64590384e+00 -2.43772036e+00 -8.15108030e+00  1.39733565e+00
 -4.10628221e+00 -5.71858593e+00 -1.42897919e+00 -7.90422651e+00
  7.14046341e+00  1.02006432e+00  7.87336306e+00 -9.99180542e-01
  2.98041216e+00  2.21539447e+00  5.22082235e+00  2.94020297e+00
 -2.09307254e+00  8.23692121e-02 -2.90036097e+00  3.16689659e+00
 -7.25416125e-01  3.19731552e-01 -4.25392926e+00  1.11930155e-01
 -2.01641878e+00  4.00867857e+00 -2.12570551e+00 -1.12172871e+00]",0,FALSE,,,,
4,8320,..\.data\UrbanSound8K\audio\fold9\180029-4-7-0.wav,180029-4-7-0.wav,180029,23.32745,24.34909,1,9,4,drilling,"[-343.46776219  128.17951461   -5.09266851   34.71132836   -7.79494918
   -2.54833563   -5.52163456    2.65371322    1.10175929   -6.4995904
   -6.47637445    1.48171864    5.97210244   -2.45083031  -11.67410429
    7.73932858   -2.51619643   -2.67493511   -8.53809113   -5.70532181
   -7.1231725    -3.40159822  -10.98554133   -1.68481425   -5.18037651
   -1.14970682   -0.77548962    1.09965685   -3.49023682   -2.38574322
   -4.30789952    0.69030654   -3.16214562    4.92660471   -2.66552106
   -1.03412869   -2.90481819    2.57095794   -2.87501759   -1.12170479]",9,FALSE,,,,
4,3672,..\.data\UrbanSound8K\audio\fold4\144351-4-3-15.wav,144351-4-3-15.wav,144351,46.419441,50.419441,1,4,4,drilling,"[-167.33013482   -5.9990339   -60.85456819  -13.40962684  -10.50706351
   12.40533315   -3.18258817    4.78522626  -10.51331717    8.25067848
    5.21677309    3.69218141   -5.11283361    5.24347281    9.62717668
   11.63423748    0.47119222    1.33776216   -7.6854446    -1.93146995
   -8.73945579    2.27202809   -4.77755165    1.78600147    1.78468439
   10.4231678     0.64761113    6.20570464    0.60032423    7.53168063
    3.21192591   10.02663237   -1.48803121    1.09810465   -0.60235222
    5.09434081   -3.33601276    3.63933638   -1.85162232    4.24100499]",4,TRUE,,,,
4,5746,..\.data\UrbanSound8K\audio\fold6\166931-4-1-5.wav,166931-4-1-5.wav,166931,16.531753,20.531753,1,6,4,drilling,"[-29.50381145  39.80081816 -45.86301832  -5.20870217 -20.28483458
  -3.06261704   5.06770805   3.40879899  -4.840002     6.92545403
  -6.60877472   2.04700981  -0.54523165  -2.01077833  -6.38608706
   1.99381857  -4.73964285   3.50392341  -0.64384161  -1.94828849
  -1.04483686   5.54534929  -3.2660688    5.15277337  -1.76461649
  -0.66070009  -3.76565798   3.22024012  -5.06901688   1.0534132
  -2.23399057  -0.23871762  -1.6020531    1.45475618  -5.6316484
   2.54565749  -3.3492931    0.13005252  -1.72767142   2.60076436]",4,TRUE,,,,
4,8112,..\.data\UrbanSound8K\audio\fold9\146249-4-0-0.wav,146249-4-0-0.wav,146249,0,1.099771,1,9,4,drilling,"[-39.97853205 -13.0177953  -27.34466467   4.58058566 -18.75128082
  -0.50740529  -3.32090892  17.08959519  -3.20846927   1.28487285
  -3.38644933   4.86712099   4.23331656   6.39011695  -1.45513792
   6.02166986  -4.49472688   4.70673889  -1.14111622   2.58392301
  -4.96329481   5.44087128  -3.46655952   2.86361809  -0.61623583
   3.00684011  -3.34146863  -0.22687989  -1.9549491    3.77336826
  -3.47224441   3.4934542   -4.79172844  -0.14865862  -1.4742659
   1.79048053  -2.22540667   0.13673952  -1.52113173  -0.80910575]",4,TRUE,,,,
4,3368,..\.data\UrbanSound8K\audio\fold3\63095-4-0-28.wav,63095-4-0-28.wav,63095,23.99398,27.99398,1,3,4,drilling,"[-235.05958909  134.15323442   29.19749732   -8.08310712   -2.33048693
   14.19467363   13.54968004   19.40549016    2.54521448    2.94367155
  -10.81186011   14.44336904   -7.23152715   13.4301702     5.40085875
   18.06749416   -3.66117284    5.50216929  -14.39671926  -11.00652599
   -3.94033305   22.70369512    2.58850228   16.67189992   -5.06407674
    3.10435883   -3.67123727    3.87389349   -8.64968485    8.1640643
   -2.1701864     5.94363099    3.94946752    0.24565492    2.49515085
   -5.11748094   -1.20224266    1.39198429    7.01512015    0.82964582]",4,TRUE,,,,
4,5279,..\.data\UrbanSound8K\audio\fold5\71171-4-2-0.wav,71171-4-2-0.wav,71171,64.823888,68.823888,1,5,4,drilling,"[-2.03743561e+02  1.16058829e+02 -2.11003308e+01 -2.03113419e+01
 -1.57714689e+01  1.63906185e+01 -4.03829876e+00 -1.00282695e+01
 -3.71816484e+00 -3.91822331e+00 -9.03313541e+00 -4.92634091e+00
 -6.20504019e+00  6.29419254e+00  3.78308219e+00  9.20342195e+00
 -2.05605819e+00  2.47047233e+00 -2.12344973e+00  6.41450510e+00
 -1.75579827e+00  3.39255898e+00 -5.45599181e+00 -7.28196534e-01
 -1.28242862e+00  3.89669572e+00 -1.40848766e+00  3.95244898e+00
 -2.29559353e+00  2.28517447e+00 -7.05576146e+00  2.39491777e+00
 -1.54757493e+00  5.54527991e+00 -3.36221476e-01  5.19959348e+00
 -2.66289571e-02  6.52128016e+00 -1.71982262e+00  4.89074416e+00]",9,FALSE,,,,
4,1737,..\.data\UrbanSound8K\audio\fold2\104817-4-0-2.wav,104817-4-0-2.wav,104817,1,5,1,2,4,drilling,"[-104.97872248  -18.80074902  -58.28879594  -19.95633706  -22.65873385
   -9.0310772    -2.2701501    -2.87895238   -5.91452034   -1.41711118
   -2.72862649    4.75862434   -7.29912451    3.86923358   -1.059791
    6.87279691    7.80560727   12.54724523   -1.2871251    -4.88077513
   -4.53811713    4.77316716   -5.47268731   -0.76881842   -5.50483439
    3.20491428    0.31278582    4.28388548   -5.9418479     4.0484609
    4.13635466    3.44021444   -3.36785769    1.48189013   -1.43296079
    1.23555338   -7.24343997    2.46366808   -0.42849407   -3.12092406]",4,TRUE,,,,
4,5904,..\.data\UrbanSound8K\audio\fold6\24364-4-0-11.wav,24364-4-0-11.wav,24364,6.133371,10.133371,1,6,4,drilling,"[-7.73077665e+01 -4.08370436e+01 -6.37133496e+01 -5.96450598e+01
 -5.59748522e+01 -2.77897586e+01 -3.33539613e+01 -1.98150993e+01
 -2.29708141e+01 -9.69657420e+00 -1.93393631e+01 -1.27452698e+01
 -1.48674766e+01 -4.73515449e+00 -1.26252145e+01  3.41367884e+00
 -6.76041976e+00 -4.67192288e+00 -1.18216154e+01 -5.21388917e+00
 -7.47998910e+00 -3.63657991e-01 -8.32569063e+00 -2.45783058e+00
 -4.86550075e+00 -4.67051156e-02 -2.98182963e+00  3.51119090e+00
 -6.83265167e-01  2.66708981e+00 -2.08692806e+00  5.14313139e+00
  3.66610785e-01  1.13292732e+00 -4.15737787e+00  2.12873079e+00
  2.03488802e+00  2.84943133e+00 -2.04006953e+00  3.75439291e+00]",4,TRUE,,,,
4,8071,..\.data\UrbanSound8K\audio\fold9\137815-4-0-4.wav,137815-4-0-4.wav,137815,2.206472,6.206472,1,9,4,drilling,"[ -0.94662836 -29.83117478 -34.07997609 -14.78638255 -16.92354566
 -16.81824217 -13.67082727 -15.85627948  -5.42725878   3.68968598
  -9.98630332   3.28500818  -0.54769024   6.37178885  -2.45265599
  -0.37040831   0.73281469   2.4587731   -2.32148023  -2.97441761
  -6.02699181   2.29094999  -7.17443787   0.81243705  -6.03655328
  11.03893961  -1.10634259   9.37230821   1.24165084   5.69937643
   3.37287493   0.65411759   1.09594682   0.442493    -1.39947812
  -0.48153781  -2.59270504  -4.08804886  -2.20926584   0.36627785]",4,TRUE,,,,
4,2343,..\.data\UrbanSound8K\audio\fold2\34621-4-18-0.wav,34621-4-18-0.wav,34621,19.73552,20.346726,1,2,4,drilling,"[-2.41965288e+02  1.66121928e+02 -3.63852552e+01  1.25958045e+01
  1.30357574e+01  3.73108947e+00 -8.41748506e+00  6.14960191e+00
 -4.09572306e+00  7.11059377e+00  1.82845023e+00  7.71820219e+00
 -2.79806576e-01  3.39115110e+00  1.17612638e+00  2.03053674e+00
 -2.42342813e+00  4.95161905e+00 -1.00064560e-01  5.02743786e+00
 -1.47711623e+00  2.82863079e+00 -3.77307923e+00  2.29684726e+00
 -2.03900701e+00 -2.39657579e+00 -1.83872677e+00 -3.86340845e-01
 -6.53521952e+00 -5.36456887e-01 -1.21056886e+00  3.29543123e+00
 -3.93286649e+00 -1.09042845e+00 -4.45945691e+00 -4.96942425e-02
 -3.94113169e+00 -2.72487800e+00 -2.65517987e+00  4.42618793e-01]",8,FALSE,,,,
4,6997,..\.data\UrbanSound8K\audio\fold7\71529-4-0-2.wav,71529-4-0-2.wav,71529,1.435671,5.435671,1,7,4,drilling,"[-2.44150232e+02  3.77049428e+01 -4.23756973e+01  1.20660272e+01
 -2.39720966e+01  1.00911333e+01 -1.12844488e+00  3.83479688e+00
  2.64187781e+00  1.09052204e+01  2.46195901e+00 -2.23216805e+00
 -1.02540584e+01  1.53853274e+01  2.28027859e+00  3.03569064e+00
 -2.20773802e+00  1.10823290e+00 -6.81405078e+00  4.13033947e+00
 -8.90412774e-01  6.11351850e+00 -2.92871842e+00  2.16356314e+00
 -6.79243391e+00  5.02192730e+00 -2.35831286e-01  6.76870137e+00
 -8.47259877e-01 -4.09020832e-01 -2.73350063e+00  1.40726798e-01
 -7.85788386e-01  6.53368897e+00 -3.08178182e+00  2.21997784e+00
 -2.54611034e+00  4.45732741e+00 -1.39092657e+00  4.84986063e-01]",4,TRUE,,,,
4,1287,..\.data\UrbanSound8K\audio\fold10\180127-4-0-7.wav,180127-4-0-7.wav,180127,4.177342,8.177342,1,10,4,drilling,"[-181.46133409  152.16795777  -41.92196912   55.62422196  -43.53741405
   47.57504842   -2.8601267   -16.81329639   14.3901346   -16.8834632
  -12.70770835  -16.26030018   -9.36097214    2.54587724  -13.15066349
    1.3368348    -6.92244029   -0.86223835   -9.08467559   -1.911096
   -9.91376852   -1.00532945   -2.30414808   -0.84022407    1.40971676
    9.5711784    -1.39204313    5.87425837    2.44201069    2.21554179
   -5.4625372    -2.48241266   -8.35422035    5.74552609    1.02595869
    8.27915383    4.40030266    0.23331614   -3.22854699    0.58794327]",4,TRUE,,,,
4,7277,..\.data\UrbanSound8K\audio\fold8\139000-4-0-1.wav,139000-4-0-1.wav,139000,0.5,4.5,1,8,4,drilling,"[ 11.30278061   9.62774017 -66.20266479 -14.36029    -13.28027279
   1.28482852 -22.73405708  -6.42142318 -16.65110775  -2.6404215
 -13.43700062   5.74232717  -7.3988909   -5.19494534  -8.43321712
   7.41117677   2.95464418   7.65243308  -2.0438336   10.43938034
  -3.14379819  -3.89739249  -8.05310726  -1.30483572  -7.47584983
  -5.24157473  -2.48970491  -1.66204066  -8.35912985   1.46079604
  -4.25520393  -0.15343301  -6.3993154    1.80145818  -4.13718513
   3.37306471   1.06598288   6.4584638    1.60882925   5.37631151]",4,TRUE,,,,
4,2614,..\.data\UrbanSound8K\audio\fold3\103199-4-2-7.wav,103199-4-2-7.wav,103199,21.117205,25.117205,1,3,4,drilling,"[ -56.56975363   59.00605468 -110.37752889    7.70378303   -8.66330324
   -0.87750915  -12.46754045    8.02009928   -5.11552302    4.22311929
  -11.84722262    0.48636826   -2.99738763    2.99413979  -14.23748642
    6.33535668   -6.66934052    6.09240513    1.19892762   -0.50775312
   -3.02740779    3.08308758   -4.22819457   -1.47620083   -4.51669763
   -1.22135602   -6.09652512    1.49918928   -4.63635782    0.21233283
    1.92765003    2.36506734   -4.94330819    6.53722897    1.48478314
    1.62466592    1.40245693    3.36168008   -3.07845347    8.86070517]",4,TRUE,,,,
4,2534,..\.data\UrbanSound8K\audio\fold2\77751-4-7-0.wav,77751-4-7-0.wav,77751,46.034693,47.233702,1,2,4,drilling,"[-272.30431299  137.35787318   19.9241358    18.04888101  -13.95367342
    6.09503076   -4.27932089    4.84485777   -1.51845798    5.51994494
  -12.90296356   -3.71262324   -3.17696095    6.58542186    2.30020981
    1.59240296   -3.64445151    3.55750277   -3.83214205    1.16795949
   -6.95921678    4.47001936   -6.75564009    5.35708707   -5.93597893
    0.81476669   -8.0032521    -1.77922731   -1.82076279   -0.47791145
   -9.91892486   -5.3006642    -9.80743609    1.70312615   -7.73052194
    3.48873793   -5.82260038    5.86598607   -5.87298054    0.83146276]",7,FALSE,,,,
4,3885,..\.data\UrbanSound8K\audio\fold4\169466-4-0-8.wav,169466-4-0-8.wav,169466,4,8,2,4,4,drilling,"[-1.78585803e+02  1.14293486e+02 -7.67277676e+00  2.17707059e+01
  1.06965314e-01  1.08436117e+01  3.80846110e+00  4.63416766e+00
  1.08697863e-01  2.42185177e+00 -4.02534448e+00  4.44971432e+00
 -3.10532212e+00  2.95077021e+00 -6.06709444e+00  4.01734002e+00
 -2.87291152e+00  1.47396787e+00 -4.02975267e+00  1.87560901e+00
 -3.71232759e+00  6.58781484e-01 -4.10546663e+00  3.26732563e+00
 -3.83348047e+00  3.31828962e+00 -2.66209900e+00  2.90314172e+00
 -4.13248587e+00  1.78045479e+00 -3.43698843e+00  3.31620262e+00
 -5.22632587e+00  1.89135030e+00 -4.38613834e+00  9.30417946e-01
 -1.81724210e+00  2.07995137e+00 -3.60496533e+00  1.53148310e+00]",9,FALSE,,,,
4,2500,..\.data\UrbanSound8K\audio\fold2\76086-4-0-2.wav,76086-4-0-2.wav,76086,1,5,1,2,4,drilling,"[-25.96846457  37.13395849 -60.06042954  27.2100166  -20.44803148
 -24.98936107 -23.78970514  -2.60167306 -11.5617358   -4.54879417
  -7.92587037   4.53055241  -8.67612861  -3.72946956  -8.64235446
  -1.28316608 -11.64506469   0.54568013  -5.46783825  -3.61495462
  -5.00286923  -4.97208687  -5.47704026  -1.62126203  -1.78115892
   3.28017365  -4.89307569   0.79283715  -6.33190169   0.75942892
  -4.93458224   6.4403013    1.25416652   6.53809745  -0.78324077
  -0.65834277  -1.27196984   0.12752199  -0.47714665   5.89256282]",4,TRUE,,,,
