path,slice_file_name,fsID,start,end,salience,fold,classID,class,mfccs
data\UrbanSound8K\audio\fold9\174287-6-1-0.wav,174287-6-1-0.wav,174287,5.227853,7.463956,1,9,6,gun_shot,"[-5.09299423e+02  9.75671072e+01 -1.95378047e+01 -1.49331571e+01
 -1.15200356e+01 -1.91490230e+00 -1.65235792e+00 -6.63563354e+00
 -5.11554775e+00 -2.47774333e+00 -2.80312654e+00 -5.09749295e-01
  1.52311680e+00  2.69480410e+00  4.16428912e+00  4.97716504e+00
  3.50853434e+00  2.83813112e+00  1.54619904e+00  1.23478762e+00
  1.84289355e+00  1.77295187e+00  8.48038704e-01  1.06279316e+00
 -1.91538851e-01 -9.33136449e-02  2.27145547e-01 -1.00434421e-01
  8.84899294e-02  1.12661710e-01 -8.16419698e-01 -1.07398599e+00
 -1.24454029e+00 -1.39260083e+00 -8.18043184e-01 -1.10467030e+00
 -1.06935084e+00 -1.55174703e+00 -1.91233438e+00 -1.76129133e+00]"
data\UrbanSound8K\audio\fold7\135527-6-14-4.wav,135527-6-14-4.wav,135527,50.406976,54.406976,2,7,6,gun_shot,"[-9.55475418e+01  1.87476737e+02 -3.95443009e+01  1.34493360e+01
 -1.67716721e+01  5.68989963e+00 -1.55521377e+01  3.44709015e+00
 -1.05309149e+01  1.74158781e+00 -7.36949657e+00 -3.38780465e+00
 -2.86276998e+00 -3.17045716e+00 -1.63948242e-02 -2.28390622e+00
  1.59212073e+00 -3.90406697e+00  4.70752403e+00 -2.43384688e+00
  3.10179755e+00 -1.34258392e+00  2.75023338e+00 -1.66892882e+00
 -4.41676963e-01 -1.52208993e+00 -1.41964893e+00  6.33546508e-01
 -1.38347531e+00  1.72203631e+00 -1.16058665e+00  2.39229503e+00
 -2.27915318e+00  1.55061724e+00 -1.18790215e+00  1.92139001e+00
 -5.01974282e-01  5.45638316e-01 -2.83477873e-01 -4.09975302e-01]"
data\UrbanSound8K\audio\fold1\77246-6-0-0.wav,77246-6-0-0.wav,77246,2.3298360000000002,3.6573010000000004,1,1,6,gun_shot,"[-4.07306971e+02  9.66621347e+01  6.37848920e-01  1.18507681e+01
 -6.70747015e-01  6.84709708e+00  7.36737391e+00  3.87440814e+00
  3.51203916e+00  4.06211802e+00 -1.09597340e+00 -2.16279870e+00
 -2.44892456e+00 -1.38239058e+00 -2.09763881e+00 -2.01428748e+00
 -2.67115361e+00 -3.72707708e+00 -1.92628969e+00 -1.12654316e+00
 -2.86798455e+00 -4.72739235e-01 -6.43527907e-01 -1.86068974e-01
 -1.75783965e+00 -1.75072027e+00 -9.60717472e-01  6.40726659e-02
 -3.15168949e-01  2.50930020e-01  8.21425294e-01  1.57767528e-01
 -2.84429225e-01  2.29015603e-01  4.75974437e-01 -1.60033543e-01
  3.91705800e-01  1.42971621e+00  1.25815654e+00  1.08774103e+00]"
data\UrbanSound8K\audio\fold6\36403-6-0-0.wav,36403-6-0-0.wav,36403,26.137401999999998,26.89012,2,6,6,gun_shot,"[-2.38830741e+02  1.63058605e+02 -5.00937541e+01 -1.41049551e+01
 -2.25270907e+01 -7.11839951e+00 -8.99815034e+00  8.54422958e+00
  1.09275128e+00 -5.30245942e+00  5.24096310e-01  6.28369060e+00
 -5.40292903e+00 -1.08056148e-01  4.07410799e+00  7.26064457e-01
 -3.41317674e+00  9.22485057e-01 -2.27303417e+00 -3.10790687e-01
  4.21957584e+00  7.27626400e-01 -3.97739558e+00  1.19986818e-01
 -1.61882327e+00 -1.87887099e+00  4.52363314e-01 -9.49655412e-01
 -1.86394652e+00  1.05002604e+00 -5.25198405e-01 -2.94221679e+00
 -1.02079073e+00 -5.51947932e-01 -1.82227981e+00 -2.72220431e-01
 -5.41243600e-01 -1.37643591e+00 -1.55493979e+00 -3.10635573e-01]"
data\UrbanSound8K\audio\fold9\25038-6-0-0.wav,25038-6-0-0.wav,25038,0.073727,1.754709,1,9,6,gun_shot,"[-315.16843359  178.50457775  -44.00812901   -1.97620588   -9.86354764
  -12.45958534   -2.78132758   -7.92199726   -4.84118002   -3.13447092
   -3.81307713   -5.32328503   -5.4551253    -5.77117975   -1.23306002
   -2.07026182   -7.10202779   -8.13165001   -7.24247877   -5.15987356
   -4.93620179   -5.25517937   -6.42856251   -3.71874127   -2.31519348
   -5.69526666   -4.7733334    -2.49322291   -2.80513969   -3.0766731
   -3.97466066   -4.1667302    -2.61589094   -2.45883475   -3.31998843
   -1.85233152   -1.52277712   -2.46663265   -2.0463713    -0.43604928]"
data\UrbanSound8K\audio\fold1\174290-6-0-0.wav,174290-6-0-0.wav,174290,0.273102,2.366884,1,1,6,gun_shot,"[-619.91982289  117.74483291   11.50309964    5.88780679    7.92581439
    7.08751356    5.42436131    2.55667743    3.80590759    5.15140222
    4.23394391    6.33978877    9.73881567   11.81359707   12.50523297
   12.48619525   10.91824411    9.71981054    9.02486126    7.94617004
    8.0199854     8.25525804    6.89472888    5.42381224    4.31865328
    3.8292573     3.12123502    2.01729175    2.06014601    2.15340325
    1.56963952    1.9043384     2.35561584    1.23514114    1.06158179
    1.7641181     1.03415477    1.06985172    1.19229446    0.82959949]"
data\UrbanSound8K\audio\fold1\46656-6-3-0.wav,46656-6-3-0.wav,46656,7.519664,8.938044,1,1,6,gun_shot,"[-2.12920988e+02  1.88299651e+02 -1.54397664e+02  2.02849391e+01
  1.57689395e+01 -3.23093783e+01  1.95467592e+01 -2.07287078e+01
 -1.01855743e+01  7.00852641e+00 -1.85155014e+01 -1.34949165e-01
 -5.06114033e+00 -6.94536064e+00  6.36110646e+00 -6.42075869e+00
  8.85146621e-01  1.06010004e+00 -2.90518277e+00  3.46594815e+00
 -4.38018826e+00 -3.51109377e-01  1.65462430e+00 -4.30051151e+00
  3.10241957e+00 -2.72212980e+00 -2.71370697e+00  4.89427560e+00
 -3.55379051e+00  1.36152522e-01  2.10910060e+00 -3.45671226e+00
  1.06981612e+00 -1.12293572e+00 -1.66405046e+00  1.17965485e+00
 -2.08255716e+00  3.45507415e-01  1.85653423e-01 -1.36847971e+00]"
data\UrbanSound8K\audio\fold3\76094-6-1-0.wav,76094-6-1-0.wav,76094,2.763515,3.801315,1,3,6,gun_shot,"[-4.56950571e+02  6.84054036e+01 -2.42307245e+00  1.27792827e+01
 -4.52000400e+00 -3.45369860e+00  4.38482846e+00  5.16305017e+00
  2.14010831e+00  4.44106298e-01 -2.90451411e+00 -3.02207119e+00
 -2.33633751e+00 -4.43837942e-01 -1.25633485e+00 -2.52364815e-01
  1.07448934e+00  6.71512086e-01  1.37617163e+00  9.22359444e-01
 -6.81214501e-01  5.52808691e-01 -2.51218448e-01  3.67178958e-01
  1.57080637e+00  1.26645366e+00  1.47072943e+00  1.86149699e+00
  8.07993692e-01  1.54157019e+00  1.57776335e+00  1.88041775e+00
  1.75582891e+00  2.55029013e+00  2.34548657e+00  1.74070221e+00
  2.45119840e+00  2.39027546e+00  1.93761107e+00  1.26035238e+00]"
data\UrbanSound8K\audio\fold9\174282-6-2-0.wav,174282-6-2-0.wav,174282,5.210563,8.995904,1,9,6,gun_shot,"[-3.67748702e+02  1.22399840e+02 -9.85742152e+00 -1.36316305e+01
 -1.20030535e+01 -2.77262884e+00 -7.45111138e+00 -9.50665003e+00
 -6.52878803e+00 -5.24358608e+00 -6.11959637e+00 -3.88015843e+00
 -2.14573037e+00 -1.10746731e+00  5.86432819e-01  2.97451500e+00
  2.99905301e+00  2.59532668e+00  8.20572962e-01  8.25747618e-01
  1.19414010e+00  1.33298260e+00  1.42329375e+00  8.83520892e-01
 -6.90171126e-01 -8.04369839e-01 -5.97655168e-01 -3.70947006e-01
 -3.18682418e-01 -5.38045789e-01 -4.65069559e-01 -5.66448662e-01
 -5.68541118e-01 -3.19582094e-01 -6.09037907e-02 -4.03505511e-01
  8.29646343e-02 -1.22059344e-01  1.29964561e-02  1.14916902e-01]"
data\UrbanSound8K\audio\fold5\162432-6-4-0.wav,162432-6-4-0.wav,162432,13.310539000000002,14.338132,1,5,6,gun_shot,"[-412.16749199   58.10724928    3.71712503    7.42043573    7.9792006
    7.08807754    7.83301635    7.67672353    6.28809138    7.12010076
    7.58956945    6.12530049    5.30099333    5.94923112    6.22252573
    6.59610995    5.94985365    5.76960771    6.41160478    6.62732268
    7.28265566    7.42401073    6.98803233    6.43834675    5.99515024
    6.27288193    6.17732359    6.28866993    6.24492018    6.04551101
    5.70481688    5.45518587    5.4440053     5.29668495    5.20320737
    5.01546901    4.74980737    4.44945253    3.74858492    3.84501841]"
data\UrbanSound8K\audio\fold7\135527-6-11-0.wav,135527-6-11-0.wav,135527,36.274749,38.164694,2,7,6,gun_shot,"[-1.28884147e+02  2.31872092e+02 -4.17928616e+01  2.03852794e+01
 -6.80510781e+00 -4.32102424e+00 -1.17732798e+01 -3.08137100e+00
 -6.48263162e+00 -4.10864282e+00 -5.97762683e+00 -8.02739446e+00
 -3.87836374e+00 -3.93621882e+00 -4.29933259e+00 -9.30439843e-01
 -1.15031114e+00 -4.49898971e+00  5.23826464e-01 -2.53185456e+00
 -3.89139314e-01 -2.17144030e+00  3.09032139e-01 -7.49723581e-01
  2.22785386e-01 -1.18131837e+00 -1.56676909e+00 -2.45580961e-02
 -1.48031081e+00 -2.18848112e-01 -6.25491949e-01  8.67978281e-01
 -1.47804506e+00  1.21213882e+00  1.40305975e-01  7.67659011e-01
 -2.16868632e-01  6.82152191e-02 -7.67150840e-01 -5.48600529e-01]"
data\UrbanSound8K\audio\fold3\135526-6-7-0.wav,135526-6-7-0.wav,135526,16.858129,18.913998,1,3,6,gun_shot,"[-1.34071837e+02  2.25585304e+02 -5.13259267e+01  1.41758715e+01
 -1.73345958e+01  8.35352349e+00 -1.03349242e+01 -1.91835631e+00
 -2.63595187e+00 -6.83895607e+00 -1.51054153e+00 -5.29015283e+00
 -2.81644597e+00 -3.47701147e+00 -2.79077121e+00 -6.89469415e-01
  2.52932796e-01 -5.74630957e+00  1.26459656e+00 -8.26119883e-01
 -2.42249404e+00  1.17310273e+00 -1.65976798e+00 -2.00365291e+00
  9.81803973e-01 -2.87327863e+00 -7.63678791e-02 -1.27515616e+00
 -1.73654824e+00 -4.33705097e-01 -2.19828365e+00  1.24847206e+00
 -1.24553508e+00  8.44380972e-02 -1.15388178e+00  3.58135216e-01
 -1.28255448e+00  7.26765291e-01 -2.17057517e+00 -6.47168242e-01]"
data\UrbanSound8K\audio\fold10\25037-6-0-0.wav,25037-6-0-0.wav,25037,0.031984,1.365476,2,10,6,gun_shot,"[-4.04298645e+02  1.58983763e+02  1.98621065e+00 -1.23278626e+01
 -1.43547412e+01 -1.30601318e+00  1.57989548e+00  1.34512378e+00
 -9.68929031e-01  1.55434962e-01 -8.98164634e+00 -5.37078069e+00
 -2.88229574e-02 -5.20734629e+00 -2.29047206e+00  3.26149638e+00
 -2.35731898e+00 -4.11488069e-01  7.06468724e-01 -5.49677967e+00
 -5.30002193e+00  8.33944782e-02 -3.78907649e+00 -3.57164906e+00
 -2.35680151e+00 -4.13825353e+00 -2.47867684e+00 -1.74043203e-01
 -4.87343917e+00 -4.14699160e+00 -3.41155806e+00 -4.44999520e+00
 -4.46064867e+00 -2.01842074e+00 -2.92159542e+00 -2.56449364e+00
 -3.01046979e+00 -2.94135684e+00 -1.20514405e+00 -9.65563224e-01]"
data\UrbanSound8K\audio\fold1\197318-6-4-0.wav,197318-6-4-0.wav,197318,10.843033,12.800803,1,1,6,gun_shot,"[-570.17974761   25.25665302    6.69875055    3.5774401    -1.51999128
    0.6476763     2.1194046     2.97215782    4.83683615    6.95566746
    6.87649335    5.96594878    5.50502361    5.84601055    6.89485794
    7.02568378    6.09808651    5.85077804    5.89736007    6.06600222
    5.91987495    5.59958948    5.22795427    5.31992139    4.96593097
    5.08389282    5.39816863    5.21653974    4.91924169    5.06203814
    4.96570791    4.66834483    4.71707178    4.68153875    4.68084593
    4.52478825    4.31551492    4.25158808    4.03971444    4.07950468]"
data\UrbanSound8K\audio\fold9\136399-6-0-0.wav,136399-6-0-0.wav,136399,0.0,3.353689,1,9,6,gun_shot,"[-5.35375224e+02  1.33531098e+02  4.65435135e+01  1.89614697e+01
  8.98445405e+00  1.91511025e+00 -2.48812219e+00 -3.09065547e+00
 -3.79060932e+00 -2.60357219e+00 -5.53643821e-01  1.82466272e+00
  3.15717860e+00  3.35271314e+00  3.25757307e+00  2.49340383e+00
  1.76836589e-01 -2.66041302e+00 -5.45345247e+00 -7.81800766e+00
 -7.99828274e+00 -6.85874881e+00 -5.22788825e+00 -3.70836226e+00
 -2.00619655e+00 -1.96207439e-01  6.91561783e-01  1.32507952e+00
  6.94057939e-01 -7.44549074e-01 -2.16036944e+00 -3.69987318e+00
 -4.39222117e+00 -4.98284975e+00 -5.50748196e+00 -5.10491349e+00
 -3.92339529e+00 -2.25158041e+00 -9.79193726e-01  1.49613328e-01]"
data\UrbanSound8K\audio\fold3\162431-6-3-0.wav,162431-6-3-0.wav,162431,5.497504,6.333839,1,3,6,gun_shot,"[-377.2731632    74.30491572   -3.3569744     8.23659964    7.78824328
    6.32096517    7.15877897    5.20101743    2.4146172     2.21994505
    2.81077537    3.20443953    3.19798807    4.14706232    2.55186824
    0.74968033    0.55449184    2.14710212    2.90085591    2.2918157
    2.59538494    3.71949543    3.66085179    2.6139071     2.17458896
    3.33995766    4.01460068    4.04518699    4.21209682    4.36589486
    3.36543432    2.46983263    2.74444776    2.99739244    2.17205615
    2.00137115    2.61387887    2.24837195    1.3357267     1.43208422]"
data\UrbanSound8K\audio\fold6\135544-6-19-0.wav,135544-6-19-0.wav,135544,46.389557,48.107689,1,6,6,gun_shot,"[-1.30039650e+02  2.30201888e+02 -5.91653313e+01  1.42131852e+01
 -1.84329108e+01  2.55203487e+00 -1.10791868e+01 -2.77815682e+00
 -4.52172893e+00 -7.96070414e+00 -2.40155603e+00 -7.78911535e+00
 -5.96040640e-01 -5.96218029e+00 -2.62488807e+00 -1.21006615e+00
 -1.90776954e+00 -4.09012343e+00  5.64092005e-01 -6.73992295e-01
 -2.42828571e+00  3.48735449e-01 -6.49839596e-01 -5.28354901e-01
 -1.03052295e+00 -1.59688104e+00 -1.51653083e+00 -1.24838864e-02
 -8.77453409e-01 -1.24127963e+00  7.14615113e-01  1.56825486e-02
  1.72177819e-01  1.50695467e+00 -2.81341002e-01  4.18480431e-01
 -8.37107411e-01 -5.17575618e-02 -5.94011771e-01 -1.44660692e-01]"
data\UrbanSound8K\audio\fold2\76091-6-1-0.wav,76091-6-1-0.wav,76091,2.2554939999999997,2.673336,1,2,6,gun_shot,"[-251.65601944   49.83923236  -44.5465991    26.77901695   -7.37773283
   10.53869057    8.90000949    3.65634984    7.79091237   13.74099664
    4.97550257    5.6714916     2.57522267    5.71938769    7.17234886
    5.89228875    3.95461347    4.66818878    5.40551252    5.91991727
    1.39929313    9.07188561    2.04142335    7.21791906    4.98297108
    0.32182793    4.22889485    5.30067385    0.84357792    4.94972781
    5.8749939     3.02895096    1.62706236    2.69692307    3.39162383
    2.58444438    3.63148137    3.69556814    4.78070794    3.55914556]"
data\UrbanSound8K\audio\fold9\136399-6-5-0.wav,136399-6-5-0.wav,136399,21.4941,23.856927,1,9,6,gun_shot,"[-4.95449195e+02  1.56137434e+02  3.50527996e+01  7.22321035e+00
  4.98743868e+00  3.63302635e+00 -4.81527740e+00 -5.93310110e+00
 -5.87107045e+00 -3.29337327e+00 -8.72012859e-01  1.69161863e+00
  3.39999257e+00  3.87128008e+00  4.19762188e+00  2.80535039e+00
  2.19387866e-01 -1.81887976e+00 -4.86003941e+00 -7.80620474e+00
 -7.77039008e+00 -6.39034175e+00 -4.79771764e+00 -3.52122854e+00
 -2.42112348e+00  1.07522685e+00  1.56208741e+00  2.49466872e+00
  7.15281367e-01 -1.23890215e+00 -1.96074798e+00 -4.16306635e+00
 -4.09552239e+00 -4.79785970e+00 -5.00012018e+00 -3.98417710e+00
 -3.18522503e+00 -1.59378691e+00 -3.45615339e-01  1.70068578e-01]"
data\UrbanSound8K\audio\fold9\174287-6-2-0.wav,174287-6-2-0.wav,174287,9.869694,11.843632000000001,1,9,6,gun_shot,"[-5.02215978e+02  9.86038785e+01 -2.11486437e+01 -1.14763303e+01
 -1.06934385e+01 -3.70509417e+00 -3.32764215e+00 -5.75588235e+00
 -5.38548022e+00 -4.13224041e+00 -3.96621908e+00 -7.19676710e-01
  1.85019986e+00  3.06878000e+00  4.15037796e+00  3.96176758e+00
  2.48096006e+00  3.10309504e+00  2.05233684e+00  1.64679615e+00
  2.18541849e+00  1.51512056e+00  6.76081338e-01  4.22349203e-01
 -9.88882748e-01 -4.94163017e-01 -1.99579265e-01 -9.52340034e-01
 -1.23840970e+00 -9.45419673e-01 -1.07825909e+00 -1.30283898e+00
 -1.27685449e+00 -1.45563365e+00 -1.76087063e+00 -1.92623589e+00
 -1.40433765e+00 -1.94680271e+00 -1.79352508e+00 -1.76728560e+00]"
data\UrbanSound8K\audio\fold5\145609-6-1-0.wav,145609-6-1-0.wav,145609,4.148941000000001,5.235569,2,5,6,gun_shot,"[-1.84425828e+02  2.49806276e+02 -1.15744738e+01  2.84871056e-01
  1.87414985e+01 -1.27908859e+01 -1.21912485e+01 -1.22706843e+01
 -5.76457318e+00  1.61404419e+00 -9.25778571e+00 -1.01290778e+01
 -1.26947153e+00 -2.83335592e+00 -8.83228062e+00 -3.33350731e+00
  1.44210347e-01 -7.89624739e+00 -3.84433267e+00  3.08183224e+00
 -3.61876550e+00 -2.63170672e+00  1.48898760e+00 -2.46852591e+00
 -1.75623361e+00  2.21274087e-01 -1.55979244e+00 -2.20430931e-01
  1.23582615e+00 -4.07977505e-01 -3.68555173e-01 -6.74506759e-02
 -1.93922937e+00 -9.41673629e-01 -2.00409677e-01 -1.61199116e+00
  4.97627848e-03 -2.68244976e-01 -1.39831177e+00 -3.45154764e-02]"
data\UrbanSound8K\audio\fold8\174285-6-2-0.wav,174285-6-2-0.wav,174285,5.192354,8.913638,1,8,6,gun_shot,"[-422.88065819  152.57605399  -26.55364734  -28.41018599  -15.59391435
   -7.11500162  -14.58173235  -16.64296888  -11.43206837  -11.22931299
  -10.45649798   -9.62974123   -6.82750673   -5.39175638   -3.66158388
   -0.46906349   -0.5237212    -1.44915468   -2.15341555   -2.29126745
   -2.13155138   -1.46499066   -1.08857939   -2.03463476   -3.00516544
   -3.06746416   -2.82085205   -2.21672682   -1.99727364   -2.3139106
   -2.45026672   -2.49283985   -2.15980196   -1.28335917   -1.01321607
   -1.28386347   -1.13171325   -0.86308141   -0.83866491   -0.51411911]"
data\UrbanSound8K\audio\fold4\135528-6-2-0.wav,135528-6-2-0.wav,135528,13.440570999999998,17.440571,2,4,6,gun_shot,"[-9.62479083e+01  1.93597195e+02 -5.00490033e+01  1.13061579e+01
 -1.29439982e+01  1.64139589e+00 -1.02787230e+01 -1.42704254e+00
 -8.96142758e+00 -3.75803095e+00 -6.35560617e+00 -2.86491125e+00
 -2.76340910e+00 -3.51759073e+00 -1.94267833e+00 -2.39040381e+00
 -4.19943293e-01 -3.85346618e+00  1.76398338e+00 -2.64524999e+00
  8.64097572e-01 -1.11410155e+00  1.14434211e+00 -1.54135570e+00
  8.01486782e-01 -4.97753514e-01 -1.29802542e+00  4.08605572e-01
 -7.14685955e-01  8.73539093e-01 -6.17042527e-01  1.51265662e+00
 -9.36152010e-01  1.50824061e+00 -7.84414590e-01  1.51833461e+00
 -2.01413479e-01  1.57933517e-01  2.06338109e-01  9.04130981e-02]"
data\UrbanSound8K\audio\fold2\46655-6-0-0.wav,46655-6-0-0.wav,46655,0.365045,1.5592620000000001,1,2,6,gun_shot,"[-2.19977993e+02  1.99817038e+02 -1.50328328e+02  7.55018174e-02
  2.00966919e+01 -2.89262759e+01  1.45927215e+01 -1.63253974e+01
 -1.40873424e+01  1.02206769e+01 -1.58035305e+01 -8.46201087e+00
 -2.47495161e+00 -5.74350211e+00  5.28096116e+00 -1.14535355e+00
 -9.80158994e-01  4.34825083e+00 -6.31498065e-01  4.19506188e-02
 -1.37659101e-01 -4.35157086e-01  3.78241101e-01 -7.27875213e-01
  2.40668494e-01 -2.26275693e+00 -2.51883016e-02  3.70056736e+00
 -1.23555453e+00  5.80843105e-01  2.22568734e+00 -1.57298205e+00
  8.92610223e-01  4.74566843e-01 -1.13874752e+00  1.67550729e+00
 -2.37131310e-01 -1.36939450e-02  1.52559567e+00 -1.49399927e+00]"
data\UrbanSound8K\audio\fold3\135526-6-13-0.wav,135526-6-13-0.wav,135526,30.451053,31.007346999999996,1,3,6,gun_shot,"[-7.12659641e+01  1.92674787e+02 -5.96238470e+01  2.72190433e+01
 -3.16844818e+01  1.66942083e+01 -1.91554818e+01  1.79445311e+00
 -9.32773417e+00 -5.08820816e+00 -4.15015978e+00 -8.42333306e+00
 -1.34114043e+00 -5.53306112e+00  3.63293194e-01 -4.21433429e+00
 -7.66665570e-03 -4.00053801e+00  1.48232557e+00 -2.72129810e+00
  1.04880139e+00 -2.41729523e+00 -3.46546283e-01 -1.94968599e+00
 -6.37715023e-01 -3.58848200e-01 -2.60017312e+00 -1.61676365e-01
 -1.78440823e+00  5.98365098e-01 -5.38241660e-01  1.75796113e+00
 -1.20539300e+00  8.75809982e-01 -1.91950055e+00  1.69532172e-01
 -3.09533388e-02  3.80019993e-01 -1.30422668e-01 -9.43375722e-01]"
data\UrbanSound8K\audio\fold4\7064-6-3-0.wav,7064-6-3-0.wav,7064,4.760023,5.952204,1,4,6,gun_shot,"[-1.98914123e+02  8.34423726e+01 -1.98928101e+01  2.82328619e+01
 -1.82160403e+01  8.39334822e+00 -5.97060320e+00  9.99668591e+00
  3.51478032e-02  8.77518283e+00 -1.29476070e+00  4.24400416e+00
 -1.93354661e+00  1.79777861e+00  8.75870367e-01  3.13678510e+00
  8.99463498e-01 -7.55332399e-01 -3.22150977e+00 -2.17298705e-01
 -7.54938383e-01  9.89789303e-01 -1.39266652e+00  2.98284600e-01
 -1.83554786e+00  6.52367315e-01 -7.97761571e-01  3.66250861e-01
  1.07555683e-01  1.88887527e-01 -2.46918886e-02  6.67996264e-01
 -5.54829205e-01  1.36448733e+00  8.48295530e-01  5.65450856e-01
  5.41972804e-02  9.05036661e-02 -1.99424168e-01  1.05404504e+00]"
data\UrbanSound8K\audio\fold9\136399-6-1-0.wav,136399-6-1-0.wav,136399,4.547806,8.231783,1,9,6,gun_shot,"[-5.16384104e+02  1.33982511e+02  4.72048247e+01  1.72208396e+01
  8.54376680e+00  3.57871276e+00 -1.83135424e+00 -3.09750369e+00
 -3.14964225e+00 -1.76918224e+00 -5.73452779e-01  8.16377106e-01
  2.17614020e+00  2.93016482e+00  2.86668252e+00  2.22483725e+00
  8.41115039e-01 -1.23841035e+00 -3.90028227e+00 -6.31999006e+00
 -6.73522666e+00 -5.89315089e+00 -4.62527662e+00 -3.29097484e+00
 -1.88510308e+00 -4.04478636e-02  8.55755346e-01  1.47397986e+00
  7.03544014e-01 -7.33128883e-01 -1.98539059e+00 -3.37488840e+00
 -3.79730496e+00 -4.37010458e+00 -4.80860412e+00 -4.62627524e+00
 -3.38008083e+00 -1.79816746e+00 -4.73925744e-01  5.17328442e-01]"
data\UrbanSound8K\audio\fold2\76090-6-0-0.wav,76090-6-0-0.wav,76090,1.331177,1.8096290000000002,1,2,6,gun_shot,"[-363.7620445    33.84982309  -39.3312866    26.99398745    9.15078348
   11.73383501    9.71850217    5.11730905    7.46256852    7.55045123
    1.87371271    1.4488544     1.29603987    2.73084507    6.0694676
    5.07818281    2.79243513    2.22512219    5.48395153    5.28629308
    2.29813847    6.39621241    1.9118538     4.86501294    4.53027734
    2.21703606    4.04573192    4.98958211    3.23748962    3.88696821
    4.33021689    4.55460909    3.74498414    3.73039581    5.07271847
    3.91764813    4.81460695    4.32853544    3.29229264    4.14397328]"
data\UrbanSound8K\audio\fold6\148835-6-1-0.wav,148835-6-1-0.wav,148835,2.259399,3.202698,1,6,6,gun_shot,"[-2.61998145e+02  1.00804013e+02 -4.60705995e+01  9.03980214e+00
 -3.84149708e+01  2.02226079e+01 -1.53629130e+01  1.21494424e+01
 -1.12023841e+01  7.63782388e+00  1.02818615e+00  4.08802267e+00
 -2.66076270e+00 -1.76985947e+00  4.54442116e+00 -1.71405476e+00
  4.52213926e+00  2.99013555e-01  7.78345837e+00 -1.15173900e+00
  3.98153999e+00 -1.82532154e+00  3.35412580e+00 -1.80702892e+00
  4.24656478e+00  1.28852317e+00  9.83114465e-01  1.18374906e+00
  7.79168217e-01  4.02803591e+00  3.84963499e-01  3.23269658e+00
 -1.18807053e+00  2.11549858e+00  2.51344165e-01  2.76313791e+00
 -2.12301481e+00  5.73474766e-01 -9.96732986e-01  4.01654712e-01]"
data\UrbanSound8K\audio\fold1\197318-6-3-0.wav,197318-6-3-0.wav,197318,6.801996000000001,8.759765,1,1,6,gun_shot,"[-545.53322428   22.17990376    6.90687229    4.53892036   -0.67916119
    1.02562605    2.48678149    4.02728313    6.17385812    7.1410312
    6.71579747    6.41449966    6.17514459    5.92552784    6.99443337
    7.07039613    5.76295682    5.80106433    6.05334596    6.1277551
    5.80071842    5.30513963    5.32356422    5.46625859    5.48809493
    5.52600056    5.67597531    5.25133759    4.96130146    5.18788197
    5.04196546    4.80621404    4.46848047    4.58289296    4.33317523
    4.39240354    3.99582714    4.04616629    4.03916111    4.20832496]"
data\UrbanSound8K\audio\fold4\7064-6-2-0.wav,7064-6-2-0.wav,7064,3.5852459999999997,4.760023,1,4,6,gun_shot,"[-1.46908937e+02  8.14568492e+01 -2.42555607e+01  3.75676262e+01
 -2.13157922e+01  1.38229770e+01 -6.80125596e+00  1.39237911e+01
 -7.12548524e-01  1.02488294e+01 -2.54269537e+00  6.88369296e+00
 -3.26098033e-01  3.69562150e+00  1.75865912e+00  3.99499814e+00
  8.20117579e-01  4.02760760e-01 -2.17080213e+00  1.22762820e-01
 -2.11298987e+00  8.94449307e-01 -1.37175846e+00  1.35298870e+00
 -1.57239024e+00  1.26198480e+00 -1.18713080e+00  3.71300611e-01
  5.45721344e-01  2.30471406e+00  4.85236739e-01  1.16703000e+00
 -1.83704361e-01  6.69931406e-01  7.32458509e-01  9.57257340e-01
  5.98620927e-01  4.13650160e-01 -7.43283891e-01  7.52768894e-01]"
data\UrbanSound8K\audio\fold1\196400-6-0-0.wav,196400-6-0-0.wav,196400,0.0,3.139605,1,1,6,gun_shot,"[-3.31046826e+02  9.33229051e+01  1.46553404e+01  6.97551680e+00
 -4.95562302e+00 -4.22888893e+00 -6.45057382e+00 -2.99346556e+00
 -3.43121706e+00 -2.40556854e+00 -3.49223800e+00 -2.72487352e+00
 -3.18203983e+00 -1.45511519e+00 -2.14514904e+00 -1.02989490e+00
 -1.58818754e+00 -3.66859370e-01 -1.92125100e-01 -2.13501881e-01
 -2.05188552e-01 -6.85541068e-01 -7.07548597e-01 -3.11887914e-01
 -1.03275107e+00  1.96634992e-01 -7.11595280e-01 -7.83663940e-01
 -9.34600704e-01 -6.29540698e-01 -5.00233929e-01  1.75310680e-01
  2.33331884e-02 -7.87827487e-02  2.03185293e-02 -1.22267436e-01
 -1.98690273e-01 -2.41940430e-01 -2.36074112e-01  3.36448470e-01]"
